,Player,age,nationality,club,overall,potential,value_eur,wage_eur,player_positions,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,League,Country,Class,Value,Wages,Name.Pos
2520,Riquelme,19,Spain,Atletico Madrid,63,81,€800K,€6K,CF,2020,66,60,57,64,39,53,La Liga,Spain,Forward,800K,6K,"Riquelme, CF"
2521,Riqui Puig,19,Spain,FC Barcelona,71,87,€5M,€39K,CM,2021,65,57,73,76,54,46,La Liga,Spain,Midfielder,5M,39K,"Riqui Puig, CM"
2522,Rober Correa,26,Spain,SD Eibar,69,72,€1.1M,€10K,RB,2022,71,43,60,60,68,69,La Liga,Spain,Defender,1.1M,10K,"Rober Correa, RB"
2523,Rober Ibáñez,26,Spain,CA Osasuna,72,73,€3.7M,€21K,RM,2023,77,67,71,74,48,52,La Liga,Spain,Midfielder,3.7M,21K,"Rober Ibáñez, RM"
2524,Robert,18,Spain,Real Betis,66,81,€1.3M,€3K,RW,2024,72,59,67,69,26,40,La Liga,Spain,Forward,1.3M,3K,"Robert, RW"
2525,Roberto,33,Spain,West Ham United,77,77,€4.8M,€52K,GK,2021,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,4.8M,52K,"Roberto, GK"
2526,Roberto Firmino,27,Brazil,Liverpool,86,87,€52M,€170K,CF,2023,77,82,80,87,61,78,Premier League,UK,Forward,52M,170K,"Roberto Firmino, CF"
2527,Roberto López,19,Spain,Real Sociedad,63,83,€800K,€3K,CAM,2025,54,51,65,67,16,33,La Liga,Spain,Midfielder,800K,3K,"Roberto López, CAM"
2528,Roberto Torres,30,Spain,CA Osasuna,73,73,€3.8M,€24K,RM,2021,63,74,73,71,59,71,La Liga,Spain,Midfielder,3.8M,24K,"Roberto Torres, RM"
2529,Rochina,28,Spain,Levante UD,76,76,€7.5M,€24K,CM,2021,69,76,77,81,54,69,La Liga,Spain,Midfielder,7.5M,24K,"Rochina, CM"
2530,Roderick Miranda,28,Portugal,Wolverhampton Wanderers,70,71,€1.7M,€35K,CB,2021,42,44,52,51,69,77,Premier League,UK,Defender,1.7M,35K,"Roderick Miranda, CB"
2531,Rodri,23,Spain,Manchester City,85,90,€47M,€150K,CDM,2024,67,68,77,77,82,80,Premier League,UK,Midfielder,47M,150K,"Rodri, CDM"
2532,Rodri,29,Spain,Granada CF,71,71,€2.4M,€15K,ST,2020,75,70,54,73,22,68,La Liga,Spain,Forward,2.4M,15K,"Rodri, ST"
2533,Rodri Tarín,22,Spain,CD Leganes,70,81,€2.8M,€12K,CB,2021,66,36,52,59,69,68,La Liga,Spain,Defender,2.8M,12K,"Rodri Tarín, CB"
2534,Rodrigo,28,Spain,Valencia CF,83,83,€27M,€60K,ST,2022,90,80,74,82,44,70,La Liga,Spain,Forward,27M,60K,"Rodrigo, ST"
2535,Rodrigo Becão,23,Brazil,Udinese,74,84,€8.5M,€12K,CB,2024,58,32,55,46,75,70,Serie A,Italy,Defender,8.5M,12K,"Rodrigo Becão, CB"
2536,Rodrigo Ely,25,Brazil,Deportivo Alaves,75,79,€7.5M,€19K,CB,2021,58,32,43,52,75,76,La Liga,Spain,Defender,7.5M,19K,"Rodrigo Ely, CB"
2537,Rodrygo,18,Brazil,Real Madrid,76,89,€14M,€47K,LW,2025,85,72,65,80,29,57,La Liga,Spain,Forward,14M,47K,"Rodrygo, LW"
2538,Roger,28,Spain,Levante UD,77,77,€9M,€28K,ST,2023,76,78,60,74,41,69,La Liga,Spain,Forward,9M,28K,"Roger, ST"
2539,Rogerio,21,Brazil,Sassuolo,70,83,€3.1M,€16K,LB,2022,76,53,65,72,67,61,Serie A,Italy,Defender,3.1M,16K,"Rogerio, LB"
2540,Rômulo,32,Italy,Genoa,77,77,€7M,€19K,RM,2020,78,66,76,79,70,71,Serie A,Italy,Midfielder,7M,19K,"Rômulo, RM"
2541,Ronaldo Vieira,20,England,Sampdoria,72,81,€4.5M,€15K,CDM,2023,76,58,66,72,68,78,Serie A,Italy,Midfielder,4.5M,15K,"Ronaldo Vieira, CDM"
2542,Rony Lopes,23,Portugal,Sevilla FC,80,85,€20M,€19K,LM,2024,79,75,76,83,30,57,La Liga,Spain,Midfielder,20M,19K,"Rony Lopes, LM"
2543,Roque Mesa,30,Spain,CD Leganes,79,79,€10.5M,€32K,CDM,2020,71,61,74,77,71,77,La Liga,Spain,Midfielder,10.5M,32K,"Roque Mesa, CDM"
2544,Ruben,35,Spain,CA Osasuna,70,70,€475K,€8K,GK,2021,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,475K,8K,"Ruben, GK"
2545,Ruben Alcaraz,28,Spain,Real Valladolid CF,79,79,€12.5M,€26K,CM,2022,64,73,79,71,80,82,La Liga,Spain,Midfielder,12.5M,26K,"Ruben Alcaraz, CM"
2546,Ruben Blanco,23,Spain,RC Celta,76,83,€8M,€14K,GK,2023,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,8M,14K,"Ruben Blanco, GK"
2547,Ruben Duarte,23,Spain,Deportivo Alaves,76,81,€9M,€18K,LB,2023,68,36,65,67,77,70,La Liga,Spain,Defender,9M,18K,"Ruben Duarte, LB"
2548,Ruben García,25,Spain,CA Osasuna,74,77,€7M,€25K,CAM,2023,79,69,70,77,38,54,La Liga,Spain,Midfielder,7M,25K,"Ruben García, CAM"
2549,Ruben Lobato,25,Spain,SD Eibar,67,70,€850K,€7K,LB,2022,72,39,56,65,63,68,La Liga,Spain,Defender,850K,7K,"Ruben Lobato, LB"
2550,Rúben Neves,22,Portugal,Wolverhampton Wanderers,82,87,€29M,€89K,CM,2023,62,74,83,76,70,73,Premier League,UK,Midfielder,29M,89K,"Rúben Neves, CM"
2551,Ruben Pardo,26,Spain,Real Sociedad,74,76,€6.5M,€23K,CM,2020,61,68,74,72,62,55,La Liga,Spain,Midfielder,6.5M,23K,"Ruben Pardo, CM"
2552,Ruben Peña,27,Spain,Villarreal CF,79,79,€11M,€34K,RB,2024,83,71,72,81,75,69,La Liga,Spain,Defender,11M,34K,"Ruben Peña, RB"
2553,Ruben Perez,30,Spain,CD Leganes,76,76,€6.5M,€26K,CDM,2022,40,56,69,65,73,74,La Liga,Spain,Midfielder,6.5M,26K,"Ruben Perez, CDM"
2554,Ruben Sánchez,24,Spain,Granada CF,60,66,€290K,€3K,ST,2020,48,62,46,52,37,55,La Liga,Spain,Forward,290K,3K,"Ruben Sánchez, ST"
2555,Ruben Sobrino,27,Spain,Valencia CF,77,78,€10.5M,€36K,ST,2022,81,76,63,76,41,67,La Liga,Spain,Forward,10.5M,36K,"Ruben Sobrino, ST"
2556,Rúben Vezo,25,Portugal,Levante UD,78,83,€12.5M,€23K,CB,2024,75,54,63,63,79,75,La Liga,Spain,Defender,12.5M,23K,"Rúben Vezo, CB"
2557,Rúben Vinagre,20,Portugal,Wolverhampton Wanderers,70,84,€3.6M,€24K,LWB,2024,88,54,65,78,60,59,Premier League,UK,Defender,3.6M,24K,"Rúben Vinagre, LWB"
2558,Ruben Yáñez,25,Spain,Getafe CF,67,72,€750K,€5K,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,750K,5K,"Ruben Yáñez, GK"
2559,Rui Patrício,31,Portugal,Wolverhampton Wanderers,83,83,€16.5M,€82K,GK,2022,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,16.5M,82K,"Rui Patrício, GK"
2560,Rui Silva,25,Portugal,Granada CF,71,77,€2.4M,€9K,GK,2021,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,2.4M,9K,"Rui Silva, GK"
2561,S. Abdullahi,22,Nigeria,1. FC Union Berlin,71,79,€3.5M,€22K,RW,2022,84,69,54,72,20,83,Bundesliga,Germany,Forward,3.5M,22K,"S. Abdullahi, RW"
2562,S. Adamyan,26,Armenia,TSG 1899 Hoffenheim,74,75,€6.5M,€28K,CAM,2022,76,73,64,76,37,70,Bundesliga,Germany,Midfielder,6.5M,28K,"S. Adamyan, CAM"
2563,S. Agouzoul,21,Morocco,LOSC Lille,67,79,€1.3M,€8K,CB,2024,58,38,53,51,67,68,Ligue 1,France,Defender,1.3M,8K,"S. Agouzoul, CB"
2564,S. Aguero,31,Argentina,Manchester City,89,89,€60M,€300K,ST,2021,80,90,77,88,33,74,Premier League,UK,Forward,60M,300K,"S. Aguero, ST"
2565,S. Ahannach,23,Netherlands,Brighton & Hove Albion,65,72,€750K,€11K,LW,2020,71,61,60,70,38,52,Premier League,UK,Forward,750K,11K,"S. Ahannach, LW"
2566,S. Alzate,20,England,Brighton & Hove Albion,56,68,€160K,€5K,CM,2021,66,50,54,61,35,51,Premier League,UK,Midfielder,160K,5K,"S. Alzate, CM"
2567,S. Andersson,27,Sweden,1. FC Union Berlin,73,73,€4.3M,€32K,ST,2020,65,69,49,65,25,75,Bundesliga,Germany,Forward,4.3M,32K,"S. Andersson, ST"
2568,S. Appelkamp,18,Japan,Fortuna Dusseldorf,61,76,€525K,€2K,CAM,2021,66,45,60,68,35,39,Bundesliga,Germany,Midfielder,525K,2K,"S. Appelkamp, CAM"
2569,S. Aresti,33,Italy,Cagliari,67,67,€400K,€8K,GK,2020,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,400K,8K,"S. Aresti, GK"
2570,S. Arias,27,Colombia,Atletico Madrid,79,80,€12.5M,€50K,RB,2023,83,53,69,75,76,77,La Liga,Spain,Defender,12.5M,50K,"S. Arias, RB"
2571,S. Armstrong,27,Scotland,Southampton,75,76,€7.5M,€46K,CAM,2022,75,73,72,74,64,72,Premier League,UK,Midfielder,7.5M,46K,"S. Armstrong, CAM"
2572,S. Asta,18,Germany,FC Augsburg,60,74,€400K,€1K,RB,2020,67,31,46,61,60,58,Bundesliga,Germany,Defender,400K,1K,"S. Asta, RB"
2573,S. Aurier,26,Ivory Coast,Tottenham Hotspur,79,80,€13M,€81K,RB,2022,77,59,73,76,77,76,Premier League,UK,Defender,13M,81K,"S. Aurier, RB"
2574,S. Bahoken,27,Cameroon,Angers SCO,74,75,€6.5M,€22K,ST,2022,80,72,57,71,24,71,Ligue 1,France,Forward,6.5M,22K,"S. Bahoken, ST"
2575,S. Bajic,17,France,AS Saint-etienne,60,80,€350K,€1K,GK,2022,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,350K,1K,"S. Bajic, GK"
2576,S. Becker,24,Netherlands,1. FC Union Berlin,69,74,€1.4M,€16K,RW,2023,92,65,59,69,31,67,Bundesliga,Germany,Forward,1.4M,16K,"S. Becker, RW"
2577,S. Bell,27,Germany,1. FSV Mainz 05,74,75,€5.5M,€21K,CB,2020,48,38,53,49,76,75,Bundesliga,Germany,Defender,5.5M,21K,"S. Bell, CB"
2578,S. Beltrame,26,Italy,Juventus,68,69,€1.1M,€33K,LW,2023,79,63,66,73,26,63,Serie A,Italy,Forward,1.1M,33K,"S. Beltrame, LW"
2579,S. Bender,30,Germany,Bayer 04 Leverkusen,80,80,€12M,€62K,CB,2021,65,51,62,60,82,77,Bundesliga,Germany,Defender,12M,62K,"S. Bender, CB"
2580,S. Bocchetti,32,Italy,Hellas Verona,76,76,€4.9M,€16K,CB,2021,66,51,55,61,76,79,Serie A,Italy,Defender,4.9M,16K,"S. Bocchetti, CB"
2581,S. Boey,18,France,Stade Rennais FC,63,80,€700K,€2K,RB,2022,67,41,57,62,60,54,Ligue 1,France,Defender,700K,2K,"S. Boey, RB"
2582,S. Bornauw,20,Belgium,1. FC Koln,70,81,€2.8M,€10K,CB,2024,62,40,63,59,67,77,Bundesliga,Germany,Defender,2.8M,10K,"S. Bornauw, CB"
2583,S. Boufal,25,Morocco,Southampton,77,80,€11M,€50K,LM,2021,78,67,71,86,27,52,Premier League,UK,Midfielder,11M,50K,"S. Boufal, LM"
2584,S. Byram,25,England,Norwich City,72,75,€3.4M,€27K,RB,2023,71,60,66,72,70,68,Premier League,UK,Defender,3.4M,27K,"S. Byram, RB"
2585,S. Calvano,25,Italy,Hellas Verona,65,67,€650K,€4K,CM,2021,66,53,66,64,53,62,Serie A,Italy,Midfielder,650K,4K,"S. Calvano, CM"
2586,S. Camara,36,Senegal,Montpellier HSC,68,68,€325K,€10K,ST,2020,40,70,67,68,55,55,Ligue 1,France,Forward,325K,10K,"S. Camara, ST"
2587,S. Carruthers,26,Republic of Ireland,Sheffield United,66,69,€800K,€10K,CAM,2020,73,55,64,68,55,59,Premier League,UK,Midfielder,800K,10K,"S. Carruthers, CAM"
2588,S. Carson,33,England,Manchester City,72,72,€1.7M,€49K,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,1.7M,49K,"S. Carson, GK"
2589,S. Cáseres,22,Argentina,Villarreal CF,74,82,€7.5M,€20K,CDM,2023,67,56,66,70,72,72,La Liga,Spain,Midfielder,7.5M,20K,"S. Cáseres, CDM"
2590,S. Çetin,18,Germany,Eintracht Frankfurt,59,79,€300K,€1K,CDM,2020,59,60,58,65,54,52,Bundesliga,Germany,Midfielder,300K,1K,"S. Çetin, CDM"
2591,S. Chakla,25,Morocco,Villarreal CF,64,69,€525K,€6K,CB,2020,58,32,47,48,62,68,La Liga,Spain,Defender,525K,6K,"S. Chakla, CB"
2592,S. Chukwueze,20,Nigeria,Villarreal CF,76,85,€12M,€22K,RM,2023,87,72,66,82,36,57,La Liga,Spain,Midfielder,12M,22K,"S. Chukwueze, RM"
2593,S. Ciss,30,Senegal,Angers SCO,67,67,€600K,€7K,LB,2020,77,60,62,69,64,76,Ligue 1,France,Defender,600K,7K,"S. Ciss, LB"
2594,S. Coleman,30,Republic of Ireland,Everton,79,79,€10M,€76K,RB,2022,74,65,73,77,79,71,Premier League,UK,Defender,10M,76K,"S. Coleman, RB"
2595,S. Colombatto,22,Argentina,Cagliari,68,74,€1.2M,€10K,CM,2020,65,54,69,69,56,58,Serie A,Italy,Midfielder,1.2M,10K,"S. Colombatto, CM"
2596,S. Colombi,28,Italy,Parma,70,70,€1.3M,€17K,GK,2022,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,1.3M,17K,"S. Colombi, GK"
2597,S. Coly,21,Senegal,Roma,58,68,€210K,€5K,ST,2021,69,55,40,56,25,54,Serie A,Italy,Forward,210K,5K,"S. Coly, ST"
2598,S. Cook,28,England,Bournemouth,78,78,€9M,€61K,CB,2021,53,34,55,60,78,75,Premier League,UK,Defender,9M,61K,"S. Cook, CB"
2599,S. Corchia,28,France,Sevilla FC,74,74,€4.8M,€14K,RB,2021,70,65,73,74,75,65,La Liga,Spain,Defender,4.8M,14K,"S. Corchia, RB"
2600,S. Córdova,21,Venezuela,FC Augsburg,70,79,€2.8M,€11K,ST,2022,76,68,53,69,23,64,Bundesliga,Germany,Forward,2.8M,11K,"S. Córdova, ST"
2601,S. Coulibaly,24,France,Dijon FCO,66,73,€825K,€4K,CB,2020,53,38,45,49,65,70,Ligue 1,France,Defender,825K,4K,"S. Coulibaly, CB"
2602,S. Cristóforo,25,Uruguay,Fiorentina,75,79,€8M,€38K,CDM,2021,57,58,67,69,72,69,Serie A,Italy,Midfielder,8M,38K,"S. Cristóforo, CDM"
2603,S. Dann,32,England,Crystal Palace,75,75,€4.3M,€42K,CB,2020,32,40,48,47,76,65,Premier League,UK,Defender,4.3M,42K,"S. Dann, CB"
2604,S. De Maio,32,France,Udinese,77,77,€5.5M,€17K,CB,2022,57,33,38,54,79,79,Serie A,Italy,Defender,5.5M,17K,"S. De Maio, CB"
2605,S. de Vrij,27,Netherlands,Inter,84,85,€31.5M,€88K,CB,2023,66,41,62,68,86,74,Serie A,Italy,Defender,31.5M,88K,"S. de Vrij, CB"
2606,S. Defour,31,Belgium,Burnley,78,78,€9M,€39K,CM,2020,60,71,78,76,74,68,Premier League,UK,Midfielder,9M,39K,"S. Defour, CM"
2607,S. Denswil,26,Netherlands,Bologna,76,80,€9M,€28K,CB,2022,46,57,66,64,76,74,Serie A,Italy,Defender,9M,28K,"S. Denswil, CB"
2608,S. Di Carmine,30,Italy,Hellas Verona,73,73,€3.9M,€15K,ST,2022,69,72,53,72,36,76,Serie A,Italy,Forward,3.9M,15K,"S. Di Carmine, ST"
2609,S. Diop,19,France,AS Monaco,67,84,€1.6M,€7K,LM,2023,75,58,64,71,31,42,Ligue 1,France,Midfielder,1.6M,7K,"S. Diop, LM"
2610,S. Doumbia,22,Ivory Coast,Stade Rennais FC,67,75,€1M,€10K,LB,2022,89,39,59,67,60,63,Ligue 1,France,Defender,1M,10K,"S. Doumbia, LB"
2611,S. Duffy,27,Republic of Ireland,Brighton & Hove Albion,78,80,€11M,€46K,CB,2023,47,45,51,48,78,80,Premier League,UK,Defender,11M,46K,"S. Duffy, CB"
2612,S. Edera,22,Italy,Torino,67,76,€1.2M,€13K,RW,2023,64,66,63,72,39,38,Serie A,Italy,Forward,1.2M,13K,"S. Edera, RW"
2613,S. Esposito,16,Italy,Inter,63,85,€825K,€2K,ST,2022,52,63,50,66,26,52,Serie A,Italy,Forward,825K,2K,"S. Esposito, ST"
2614,S. Falette,27,Guinea,Eintracht Frankfurt,74,76,€6M,€26K,CB,2021,67,44,44,46,73,83,Bundesliga,Germany,Defender,6M,26K,"S. Falette, CB"
2615,S. Floccari,37,Italy,SPAL,72,72,€1.1M,€9K,ST,2020,59,73,61,71,27,58,Serie A,Italy,Forward,1.1M,9K,"S. Floccari, ST"
2616,S. Fofana,24,Ivory Coast,Udinese,75,82,€9M,€14K,CM,2022,72,67,69,76,68,75,Serie A,Italy,Midfielder,9M,14K,"S. Fofana, CM"
2617,S. Francis,34,England,Bournemouth,75,75,€2.5M,€49K,CB,2020,51,44,67,64,75,71,Premier League,UK,Defender,2.5M,49K,"S. Francis, CB"
2618,S. Friede,21,Germany,Hertha BSC,64,73,€700K,€4K,CM,2020,65,56,61,62,62,73,Bundesliga,Germany,Midfielder,700K,4K,"S. Friede, CM"
2619,S. Ghoddos,25,Iran,Amiens SC,75,80,€9M,€19K,ST,2023,81,73,68,77,44,72,Ligue 1,France,Forward,9M,19K,"S. Ghoddos, ST"
2620,S. Gnabry,23,Germany,FC Bayern Munchen,84,87,€39.5M,€120K,RM,2023,90,82,75,86,43,69,Bundesliga,Germany,Midfielder,39.5M,120K,"S. Gnabry, RM"
2621,S. Grandsir,22,France,Stade Brestois 29,73,82,€6M,€14K,RM,2020,87,61,70,76,44,63,Ligue 1,France,Midfielder,6M,14K,"S. Grandsir, RM"
2622,S. Guirassy,23,France,Amiens SC,72,80,€4.6M,€13K,ST,2022,71,68,59,73,36,71,Ligue 1,France,Forward,4.6M,13K,"S. Guirassy, ST"
2623,S. Gumus,25,Germany,Genoa,73,75,€4.9M,€14K,RM,2022,86,74,66,76,34,64,Serie A,Italy,Midfielder,4.9M,14K,"S. Gumus, RM"
2624,S. Gustafson,24,Sweden,Torino,69,73,€1.3M,€16K,CM,2020,57,59,68,72,59,64,Serie A,Italy,Midfielder,1.3M,16K,"S. Gustafson, CM"
2625,S. Haller,25,France,West Ham United,83,85,€32M,€120K,ST,2024,72,81,62,76,51,82,Premier League,UK,Forward,32M,120K,"S. Haller, ST"
2626,S. Handanovic,34,Slovenia,Inter,88,88,€26M,€110K,GK,2021,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,26M,110K,"S. Handanovic, GK"
2627,S. Henderson,31,Republic of Ireland,Crystal Palace,66,66,€425K,€10K,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,425K,10K,"S. Henderson, GK"
2628,S. Hughes,22,England,Leicester City,65,75,€800K,€13K,CB,2020,55,33,43,45,64,70,Premier League,UK,Defender,800K,13K,"S. Hughes, CB"
2629,S. Iacoponi,32,Italy,Parma,70,70,€1.1M,€20K,RB,2022,78,32,44,53,69,68,Serie A,Italy,Defender,1.1M,20K,"S. Iacoponi, RB"
2630,S. Ichazo,27,Uruguay,Torino,65,65,€375K,€7K,GK,2024,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,375K,7K,"S. Ichazo, GK"
2631,S. Ilsanker,30,Austria,RB Leipzig,74,74,€4.6M,€35K,CDM,2020,58,53,57,52,76,82,Bundesliga,Germany,Midfielder,4.6M,35K,"S. Ilsanker, CDM"
2632,S. Ingelsson,21,Sweden,Udinese,65,77,€950K,€3K,CM,2022,63,54,65,68,55,54,Serie A,Italy,Midfielder,950K,3K,"S. Ingelsson, CM"
2633,S. Jovetic,29,Montenegro,AS Monaco,78,78,€10.5M,€45K,ST,2021,67,80,76,80,35,63,Ligue 1,France,Forward,10.5M,45K,"S. Jovetic, ST"
2634,S. Kalou,33,Ivory Coast,Hertha BSC,79,79,€7.5M,€34K,LM,2020,65,78,74,85,43,59,Bundesliga,Germany,Midfielder,7.5M,34K,"S. Kalou, LM"
2635,S. Kalu,21,Nigeria,FC Girondins de Bordeaux,75,84,€10.5M,€21K,RM,2023,87,65,70,76,31,51,Ligue 1,France,Midfielder,10.5M,21K,"S. Kalu, RM"
2636,S. Kapino,25,Greece,SV Werder Bremen,73,78,€3.9M,€15K,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,3.9M,15K,"S. Kapino, GK"
2637,S. Khaoui,24,Tunisia,Olympique de Marseille,72,76,€4.1M,€20K,CAM,2021,72,64,73,74,38,54,Ligue 1,France,Midfielder,4.1M,20K,"S. Khaoui, CAM"
2638,S. Khedira,32,Germany,Juventus,83,83,€19.5M,€135K,CM,2021,51,74,78,77,80,80,Serie A,Italy,Midfielder,19.5M,135K,"S. Khedira, CM"
2639,S. Kjær,30,Denmark,Sevilla FC,82,82,€18M,€24K,CB,2021,65,55,63,55,81,78,La Liga,Spain,Defender,18M,24K,"S. Kjær, CB"
2640,S. Kolašinac,26,Bosnia Herzegovina,Arsenal,79,82,€13.5M,€76K,LB,2022,75,62,72,73,75,87,Premier League,UK,Defender,13.5M,76K,"S. Kolašinac, LB"
2641,S. Lahssaini,20,Belgium,FC Metz,58,68,€200K,€2K,CM,2021,67,46,56,61,50,53,Ligue 1,France,Midfielder,200K,2K,"S. Lahssaini, CM"
2642,S. Lainer,26,Austria,Borussia Monchengladbach,77,79,€9.5M,€26K,RB,2024,85,64,68,72,70,77,Bundesliga,Germany,Defender,9.5M,26K,"S. Lainer, RB"
2643,S. Langkamp,31,Germany,SV Werder Bremen,75,75,€4.9M,€23K,CB,2020,52,29,48,43,77,73,Bundesliga,Germany,Defender,4.9M,23K,"S. Langkamp, CB"
2644,S. Lo Faso,21,Italy,Lecce,65,77,€975K,€4K,CF,2023,79,62,61,66,26,51,Serie A,Italy,Forward,975K,4K,"S. Lo Faso, CF"
2645,S. Lobotka,24,Slovakia,RC Celta,79,85,€17M,€25K,CM,2023,64,63,76,78,70,66,La Liga,Spain,Midfielder,17M,25K,"S. Lobotka, CM"
2646,S. Long,32,Republic of Ireland,Southampton,74,74,€4.5M,€46K,ST,2020,80,72,61,71,36,69,Premier League,UK,Forward,4.5M,46K,"S. Long, ST"
2647,S. Longstaff,21,England,Newcastle United,72,84,€5.5M,€20K,CM,2022,63,65,68,67,60,60,Premier League,UK,Midfielder,5.5M,20K,"S. Longstaff, CM"
2648,S. Lukic,22,Serbia,Torino,74,81,€7M,€27K,CDM,2023,66,60,75,77,69,68,Serie A,Italy,Midfielder,7M,27K,"S. Lukic, CDM"
2649,S. Lulic,33,Bosnia Herzegovina,Lazio,79,79,€7.5M,€53K,LM,2020,78,72,77,78,75,76,Serie A,Italy,Midfielder,7.5M,53K,"S. Lulic, LM"
2650,S. Luperto,22,Italy,Napoli,72,82,€4.6M,€29K,CB,2023,51,55,60,59,74,70,Serie A,Italy,Defender,4.6M,29K,"S. Luperto, CB"
2651,S. Mallon,20,Republic of Ireland,Sheffield United,56,73,€200K,€4K,LM,2020,67,48,52,53,45,50,Premier League,UK,Midfielder,200K,4K,"S. Mallon, LM"
2652,S. Mamba,25,Germany,SC Paderborn 07,64,68,€600K,€6K,ST,2022,90,61,44,62,26,67,Bundesliga,Germany,Forward,600K,6K,"S. Mamba, ST"
2653,S. Mandanda,34,France,Olympique de Marseille,80,80,€6.5M,€32K,GK,2021,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,6.5M,32K,"S. Mandanda, GK"
2654,S. Mane,27,Senegal,Liverpool,88,88,€62M,€220K,LW,2023,94,83,77,89,44,74,Premier League,UK,Forward,62M,220K,"S. Mane, LW"
2655,S. March,24,England,Brighton & Hove Albion,75,78,€8.5M,€36K,LM,2022,77,68,72,77,50,60,Premier League,UK,Midfielder,8.5M,36K,"S. March, LM"
2656,S. McQueen,24,England,Southampton,66,72,€775K,€11K,LB,2021,68,48,62,70,64,65,Premier League,UK,Defender,775K,11K,"S. McQueen, LB"
2657,S. McTominay,22,Scotland,Manchester United,77,84,€11.5M,€73K,CDM,2023,61,65,72,72,74,80,Premier League,UK,Midfielder,11.5M,73K,"S. McTominay, CDM"
2658,S. Meïte,25,France,Torino,78,81,€13M,€43K,CM,2023,66,61,74,78,75,83,Serie A,Italy,Midfielder,13M,43K,"S. Meïte, CM"
2659,S. Mendoza,27,Colombia,Amiens SC,73,73,€4.2M,€16K,LM,2021,90,67,64,78,29,65,Ligue 1,France,Midfielder,4.2M,16K,"S. Mendoza, LM"
2660,S. Michel,28,Germany,SC Paderborn 07,72,72,€3.2M,€20K,ST,2021,78,72,62,70,27,71,Bundesliga,Germany,Forward,3.2M,20K,"S. Michel, ST"
2661,S. Milinkovic-Savic,24,Serbia,Lazio,85,90,€50.5M,€73K,CM,2023,67,79,80,83,77,84,Serie A,Italy,Midfielder,50.5M,73K,"S. Milinkovic-Savic, CM"
2662,S. Missiroli,33,Italy,SPAL,74,74,€3.3M,€13K,CM,2021,61,65,73,71,68,63,Serie A,Italy,Midfielder,3.3M,13K,"S. Missiroli, CM"
2663,S. Mitrovic,29,Serbia,RC Strasbourg Alsace,75,76,€6.5M,€25K,CB,2022,39,34,49,54,77,77,Ligue 1,France,Defender,6.5M,25K,"S. Mitrovic, CB"
2664,S. Moore,29,England,Sheffield United,67,67,€550K,€9K,GK,2021,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,550K,9K,"S. Moore, GK"
2665,S. Moreira,24,France,Toulouse Football Club,72,76,€3.6M,€16K,RB,2021,68,32,67,65,71,67,Ligue 1,France,Defender,3.6M,16K,"S. Moreira, RB"
2666,S. Moutoussamy,22,France,FC Nantes,71,79,€3.4M,€14K,CM,2024,74,59,69,75,67,58,Ligue 1,France,Midfielder,3.4M,14K,"S. Moutoussamy, CM"
2667,S. Mulattieri,18,Italy,Inter,51,71,€80K,€3K,CAM,2022,61,43,47,57,26,51,Serie A,Italy,Midfielder,80K,3K,"S. Mulattieri, CAM"
2668,S. Mustafi,27,Germany,Arsenal,79,81,€13M,€76K,CB,2021,60,57,63,61,77,77,Premier League,UK,Defender,13M,76K,"S. Mustafi, CB"
2669,S. Ngom,26,Senegal,FC Nantes,67,70,€975K,€9K,ST,2021,73,68,55,69,29,61,Ligue 1,France,Forward,975K,9K,"S. Ngom, ST"
2670,S. Nsoki,20,France,Paris Saint-Germain,68,82,€1.8M,€16K,LB,2021,70,37,59,64,69,71,Ligue 1,France,Defender,1.8M,16K,"S. Nsoki, LB"
2671,S. Okaka,29,Italy,Watford,75,75,€6.5M,€60K,ST,2021,64,72,59,70,30,82,Premier League,UK,Forward,6.5M,60K,"S. Okaka, ST"
2672,S. Özcan,21,Germany,1. FC Koln,70,79,€2.7M,€11K,CM,2020,66,57,67,73,67,66,Bundesliga,Germany,Midfielder,2.7M,11K,"S. Özcan, CM"
2673,S. Perica,23,Croatia,Udinese,72,77,€4.2M,€12K,ST,2022,66,69,49,65,27,70,Serie A,Italy,Forward,4.2M,12K,"S. Perica, ST"
