,Player,age,nationality,club,overall,potential,value_eur,wage_eur,player_positions,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,League,Country,Class,Value,Wages
2277,D. Kulusevski,19,Sweden,Parma,64,80,950000,5000,CM,2020,59,51,61,65,55,54,Serie A,Italy,Midfielder,950K,5K
2278,C. Niasse,19,Senegal,LOSC Lille,64,80,9.00E+05,4000,CDM,2023,58,44,56,60,62,64,Ligue 1,France,Midfielder,900K,4K
2279,V. Postolachi,19,France,LOSC Lille,64,80,975000,5000,ST,2023,53,65,48,60,31,71,Ligue 1,France,Forward,975K,5K
2280,A. Stanilewicz,19,Poland,Bayer 04 Leverkusen,64,80,950000,7000,CM,2020,63,48,62,67,51,54,Bundesliga,Germany,Midfielder,950K,7K
2281,Iker Losada,17,Spain,RC Celta,64,80,9.00E+05,1000,ST,2020,70,67,49,66,33,54,La Liga,Spain,Forward,900K,1K
2282,M. Feeney,20,England,Everton,64,79,925000,10000,CB,2020,47,32,33,38,64,67,Premier League,UK,Defender,925K,10K
2283,A. Connolly,19,Republic of Ireland,Brighton & Hove Albion,64,79,975000,7000,ST,2022,70,64,40,60,20,57,Premier League,UK,Forward,975K,7K
2284,M. Kiprit,19,Turkey,Hertha BSC,64,79,975000,4000,ST,2021,67,62,47,60,30,64,Bundesliga,Germany,Forward,975K,4K
2285,Lucas Ribeiro,20,Brazil,TSG 1899 Hoffenheim,64,79,925000,5000,CB,2023,59,26,54,43,64,64,Bundesliga,Germany,Defender,925K,5K
2286,M. Travers,20,Republic of Ireland,Bournemouth,64,78,850000,6000,GK,2021,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,850K,6K
2287,P. Dárdai,20,Germany,Hertha BSC,64,78,1.00E+06,4000,LM,2022,71,60,54,71,41,41,Bundesliga,Germany,Midfielder,1M,4K
2288,Jesús Areso,19,Spain,Athletic Club de Bilbao,64,78,9.00E+05,2000,RB,2021,74,30,61,66,59,61,La Liga,Spain,Defender,900K,2K
2289,José Lara,19,Spain,Sevilla FC,64,78,975000,2000,RM,2023,68,59,62,68,33,35,La Liga,Spain,Midfielder,975K,2K
2290,O. Stijepovic,19,Montenegro,Sampdoria,64,78,975000,5000,LW,2020,62,60,64,69,40,39,Serie A,Italy,Forward,975K,5K
2291,L. Diaby Fadiga,18,France,OGC Nice,64,78,950000,3000,ST,2021,66,63,56,63,25,62,Ligue 1,France,Forward,950K,3K
2292,O. Ndiaye,20,Senegal,Olympique Lyonnais,64,78,1.00E+06,9000,CAM,2023,68,53,64,64,48,48,Ligue 1,France,Midfielder,1M,9K
2293,R. Sottil,20,Italy,Fiorentina,64,78,1.00E+06,9000,LW,2022,73,60,55,68,33,45,Serie A,Italy,Forward,1M,9K
2294,H. Mahou,19,France,OGC Nice,64,77,850000,4000,RW,2022,66,63,60,67,33,50,Ligue 1,France,Forward,850K,4K
2295,L. Tupta,21,Slovakia,Hellas Verona,64,77,875000,3000,ST,2021,61,66,52,65,30,52,Serie A,Italy,Forward,875K,3K
2296,C. Vidal,19,France,Montpellier HSC,64,77,775000,3000,CB,2021,54,32,41,45,67,58,Ligue 1,France,Defender,775K,3K
2297,Dani Vivian,19,Spain,Athletic Club de Bilbao,64,77,775000,2000,CB,2020,58,36,47,47,63,66,La Liga,Spain,Defender,775K,2K
2298,D. Bertaud,21,France,Montpellier HSC,64,76,650000,3000,GK,2022,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,650K,3K
2299,M. Nicolas,21,Germany,1. FC Union Berlin,64,76,650000,4000,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,650K,4K
2300,Ibañez,20,Brazil,Atalanta,64,76,750000,7000,CB,2023,59,32,36,40,66,64,Serie A,Italy,Defender,750K,7K
2301,Z. Thior,21,Senegal,Real Sociedad,64,76,8.00E+05,5000,RW,2020,76,59,52,69,30,61,La Liga,Spain,Forward,800K,5K
2302,Dani Molina,23,Spain,RC Celta,64,75,725000,4000,CDM,2021,48,59,66,65,61,41,La Liga,Spain,Midfielder,725K,4K
2303,Adrián López,20,Spain,RCD Espanyol,64,75,625000,3000,GK,2022,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,625K,3K
2304,David Alba,20,Spain,Getafe CF,64,75,725000,3000,CB,2020,44,22,40,39,65,54,La Liga,Spain,Defender,725K,3K
2305,B. Diakité,18,France,Toulouse Football Club,64,75,650000,2000,RB,2023,63,38,55,52,65,66,Ligue 1,France,Defender,650K,2K
2306,K. Bryan,22,England,Sheffield United,64,74,675000,6000,CB,2021,62,51,58,61,61,71,Premier League,UK,Defender,675K,6K
2307,R. Kolo-Muani,20,France,FC Nantes,64,74,750000,5000,ST,2022,66,63,49,65,26,52,Ligue 1,France,Forward,750K,5K
2308,N. Schlotterbeck,19,Germany,SC Freiburg,64,74,650000,3000,CB,2022,58,29,39,39,65,65,Bundesliga,Germany,Defender,650K,3K
2309,Miguel Marí,22,Spain,SD Eibar,64,74,725000,4000,CM,2021,61,50,64,63,50,51,La Liga,Spain,Midfielder,725K,4K
2310,I. Botella,20,France,RC Strasbourg Alsace,64,74,750000,5000,ST,2020,67,63,44,58,20,66,Ligue 1,France,Forward,750K,5K
2311,B. Boutobba,20,France,Montpellier HSC,64,73,7.00E+05,5000,RM,2020,66,59,55,77,21,37,Ligue 1,France,Midfielder,700K,5K
2312,Y. Fekir,22,France,Real Betis,64,73,7.00E+05,5000,LW,2020,73,56,60,71,30,56,La Liga,Spain,Forward,700K,5K
2313,A. Jakubech,22,Slovakia,LOSC Lille,64,73,550000,5000,GK,2022,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,550K,5K
2314,R. Rivas,20,Honduras,Inter,64,73,7.00E+05,9000,RM,2022,80,59,59,67,29,48,Serie A,Italy,Midfielder,700K,9K
2315,S. Friede,21,Germany,Hertha BSC,64,73,7.00E+05,4000,CM,2020,65,56,61,62,62,73,Bundesliga,Germany,Midfielder,700K,4K
2316,J. Segre,22,Italy,Torino,64,73,675000,8000,CM,2020,60,60,60,63,53,59,Serie A,Italy,Midfielder,675K,8K
2317,W. Falcone,24,Italy,Sampdoria,64,71,475000,5000,GK,2020,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,475K,5K
2318,A. Deiola,23,Italy,Cagliari,64,71,625000,6000,CM,2022,64,63,60,60,60,69,Serie A,Italy,Midfielder,625K,6K
2319,A. Schetino,25,Uruguay,Fiorentina,64,71,575000,9000,CDM,2020,49,49,55,59,59,68,Serie A,Italy,Midfielder,575K,9K
2320,Javi Jiménez,22,Spain,Valencia CF,64,71,575000,6000,CB,2021,42,30,50,44,67,50,La Liga,Spain,Defender,575K,6K
2321,J. Dörfler,22,Germany,SC Paderborn 07,64,71,625000,5000,RM,2021,82,53,56,63,41,73,Bundesliga,Germany,Midfielder,625K,5K
2322,S. Chakla,25,Morocco,Villarreal CF,64,69,525000,6000,CB,2020,58,32,47,48,62,68,La Liga,Spain,Defender,525K,6K
2323,N. Fazzi,24,Italy,Atalanta,64,69,6.00E+05,9000,LM,2020,70,44,60,65,59,74,Serie A,Italy,Midfielder,600K,9K
2324,Edu Espiau,24,Spain,Villarreal CF,64,69,625000,6000,ST,2020,64,63,52,60,25,58,La Liga,Spain,Forward,625K,6K
2325,S. Mamba,25,Germany,SC Paderborn 07,64,68,6.00E+05,6000,ST,2022,90,61,44,62,26,67,Bundesliga,Germany,Forward,600K,6K
2326,D. Petkovic,26,Montenegro,Angers SCO,64,67,4.00E+05,4000,GK,2022,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,400K,4K
2327,T. Berni,36,Italy,Inter,64,64,80000,6000,GK,2020,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,80K,6K
2328,A. Legzdins,32,England,Burnley,64,64,270000,6000,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,270K,6K
2329,E. Millot,16,France,AS Monaco,63,86,8.00E+05,1000,CM,2022,73,55,63,70,50,48,Ligue 1,France,Midfielder,800K,1K
2330,L. Agoume,17,France,Inter,63,85,8.00E+05,1000,CM,2022,65,54,59,64,46,63,Serie A,Italy,Midfielder,800K,1K
2331,S. Esposito,16,Italy,Inter,63,85,825000,2000,ST,2022,52,63,50,66,26,52,Serie A,Italy,Forward,825K,2K
2332,A. Dabo,18,France,FC Nantes,63,84,825000,2000,LM,2022,66,58,62,65,61,53,Ligue 1,France,Midfielder,825K,2K
2333,A. Idah,18,Republic of Ireland,Norwich City,63,84,850000,4000,ST,2023,75,64,38,58,21,62,Premier League,UK,Forward,850K,4K
2334,A. Riccardi,18,Italy,Roma,63,84,825000,3000,CM,2023,63,55,59,63,51,53,Serie A,Italy,Midfielder,825K,3K
2335,J. Yeboah,19,Germany,VfL Wolfsburg,63,83,8.00E+05,5000,LM,2021,78,57,53,68,25,48,Bundesliga,Germany,Midfielder,800K,5K
2336,M. Viviani,18,Italy,Brescia,63,83,725000,1000,CDM,2021,71,55,63,62,59,61,Serie A,Italy,Midfielder,725K,1K
2337,J. Garner,18,England,Manchester United,63,83,725000,5000,CDM,2022,63,54,61,58,61,60,Premier League,UK,Midfielder,725K,5K
2338,Roberto López,19,Spain,Real Sociedad,63,83,8.00E+05,3000,CAM,2025,54,51,65,67,16,33,La Liga,Spain,Midfielder,800K,3K
2339,L. Plogmann,19,Germany,SV Werder Bremen,63,81,675000,2000,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,675K,2K
2340,Z. Medley,18,England,Arsenal,63,81,7.00E+05,4000,CB,2021,62,30,38,47,64,64,Premier League,UK,Defender,700K,4K
2341,Unai Vencedor,18,Spain,Athletic Club de Bilbao,63,81,750000,2000,CM,2023,66,56,64,65,54,62,La Liga,Spain,Midfielder,750K,2K
2342,Y. Diouf,19,France,Stade de Reims,63,80,675000,2000,GK,2023,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,675K,2K
2343,G. Marsh,20,England,Tottenham Hotspur,63,80,775000,9000,CDM,2021,61,44,58,57,61,62,Premier League,UK,Midfielder,775K,9K
2344,J. Roles,20,Cyprus,Tottenham Hotspur,63,80,8.00E+05,11000,CAM,2021,67,59,59,64,47,52,Premier League,UK,Midfielder,800K,11K
2345,S. Boey,18,France,Stade Rennais FC,63,80,7.00E+05,2000,RB,2022,67,41,57,62,60,54,Ligue 1,France,Defender,700K,2K
2346,C. Baumgartner,19,Austria,TSG 1899 Hoffenheim,63,79,8.00E+05,4000,CAM,2023,62,44,64,68,41,49,Bundesliga,Germany,Midfielder,800K,4K
2347,K. Agudelo,20,Colombia,Genoa,63,79,8.00E+05,3000,CM,2022,71,58,61,68,49,63,Serie A,Italy,Midfielder,800K,3K
2348,M. Mampala,18,England,Everton,63,79,775000,6000,ST,2020,76,59,52,62,33,61,Premier League,UK,Forward,775K,6K
2349,Luan Cândido,19,Brazil,RB Leipzig,63,79,725000,4000,LB,2023,71,51,56,68,59,60,Bundesliga,Germany,Defender,725K,4K
2350,Víctor Fernández,21,Spain,Newcastle United,63,78,8.00E+05,6000,LM,2020,71,60,56,69,29,46,Premier League,UK,Midfielder,800K,6K
2351,M. Obafemi,18,Republic of Ireland,Southampton,63,78,775000,4000,ST,2022,79,61,49,62,23,50,Premier League,UK,Forward,775K,4K
2352,Amilcar Silva,19,Portugal,AS Monaco,63,78,725000,3000,LB,2022,78,44,50,64,58,64,Ligue 1,France,Defender,725K,3K
2353,A. Pelmard,19,France,OGC Nice,63,78,750000,3000,CB,2020,73,33,52,53,63,58,Ligue 1,France,Defender,750K,3K
2354,A. Phliponeau,19,France,Olympique de Marseille,63,78,750000,3000,CDM,2022,57,43,63,60,60,54,Ligue 1,France,Midfielder,750K,3K
2355,M. Bahlouli,19,France,Sampdoria,63,78,8.00E+05,4000,LW,2023,67,62,60,69,31,44,Serie A,Italy,Forward,800K,4K
2356,Otegui,21,Spain,CA Osasuna,63,77,8.00E+05,4000,CM,2022,69,45,58,64,62,66,La Liga,Spain,Midfielder,800K,4K
2357,Víctor Gómez,19,Spain,RCD Espanyol,63,77,725000,3000,RB,2025,65,31,56,59,63,58,La Liga,Spain,Defender,725K,3K
2358,K. Koné,18,France,Toulouse Football Club,63,77,750000,2000,CM,2021,72,44,58,69,54,58,Ligue 1,France,Midfielder,750K,2K
2359,Sergio Lozano,20,Spain,Villarreal CF,63,77,8.00E+05,4000,CM,2020,64,48,62,68,52,49,La Liga,Spain,Midfielder,800K,4K
2360,A. Georgen,20,France,Paris Saint-Germain,63,76,650000,8000,RB,2020,71,49,55,66,61,54,Ligue 1,France,Defender,650K,8K
2361,A. Whiteman,20,England,Tottenham Hotspur,63,76,575000,7000,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,575K,7K
2362,A. Jallow,20,Gambia,FC Metz,63,76,7.00E+05,3000,RW,2022,77,48,62,70,24,42,Ligue 1,France,Forward,700K,3K
2363,M. Shabani,20,Germany,Wolverhampton Wanderers,63,76,7.00E+05,10000,CAM,2022,65,52,63,65,34,54,Premier League,UK,Midfielder,700K,10K
2364,A. Zekaj,19,Kosovo,LOSC Lille,63,76,650000,3000,CDM,2021,61,45,58,58,61,68,Ligue 1,France,Midfielder,650K,3K
2365,H. Burgoyne,22,England,Wolverhampton Wanderers,63,75,525000,8000,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,525K,8K
2366,W. Bianda,19,France,Roma,63,75,6.00E+05,4000,CB,2023,56,26,42,49,63,65,Serie A,Italy,Defender,600K,4K
2367,M. Ezzarfani,21,Morocco,RCD Espanyol,63,75,650000,4000,RW,2022,72,58,59,67,32,48,La Liga,Spain,Forward,650K,4K
2368,Sillero,21,Spain,Athletic Club de Bilbao,63,75,6.00E+05,3000,RB,2021,72,43,51,53,63,62,La Liga,Spain,Defender,600K,3K
2369,F. Dahmen,21,Germany,1. FSV Mainz 05,63,75,525000,3000,GK,2023,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,525K,3K
2370,A. Georgiou,22,Cyprus,Tottenham Hotspur,63,74,575000,11000,LB,2020,69,45,60,68,60,53,Premier League,UK,Defender,575K,11K
2371,M. Cavar,21,Bosnia Herzegovina,Eintracht Frankfurt,63,74,625000,5000,CM,2021,59,54,64,64,49,58,Bundesliga,Germany,Midfielder,625K,5K
2372,R. Droehnle,20,France,LOSC Lille,63,74,575000,5000,CB,2021,53,29,46,44,65,59,Ligue 1,France,Defender,575K,5K
2373,Joan Monterde,21,Spain,Levante UD,63,74,625000,4000,CAM,2020,69,62,58,67,34,40,La Liga,Spain,Midfielder,625K,4K
2374,Ezkieta,22,Spain,Athletic Club de Bilbao,63,73,475000,3000,GK,2023,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,475K,3K
2375,Juan Pérez,22,Spain,CA Osasuna,63,73,475000,4000,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,475K,4K
2376,L. Checchin,22,Italy,Hellas Verona,63,73,575000,3000,CM,2022,66,52,65,61,57,68,Serie A,Italy,Midfielder,575K,3K
2377,Dani Cárdenas,22,Spain,Levante UD,63,73,475000,3000,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,475K,3K
2378,Pepe Mena,21,Spain,Sevilla FC,63,73,550000,2000,CDM,2021,57,51,61,59,62,51,La Liga,Spain,Midfielder,550K,2K
2379,Y. Kitala,21,France,Olympique Lyonnais,63,73,6.00E+05,9000,ST,2021,61,66,43,55,24,64,Ligue 1,France,Forward,600K,9K
2380,Pepe Castaño,20,Spain,Villarreal CF,63,73,550000,4000,CB,2020,55,41,51,51,62,59,La Liga,Spain,Defender,550K,4K
2381,P. Cornud,22,France,RCD Mallorca,63,73,525000,4000,LB,2022,79,55,59,60,57,67,La Liga,Spain,Defender,525K,4K
2382,Julen López,23,Spain,SD Eibar,63,72,525000,4000,CB,2021,38,21,40,44,63,66,La Liga,Spain,Defender,525K,4K
2383,S. Perisan,21,Italy,Udinese,63,72,450000,2000,GK,2020,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,450K,2K
2384,L. García,21,Colombia,Sevilla FC,63,72,450000,2000,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,450K,2K
2385,Fran Vieites,20,Spain,RC Celta,63,72,450000,2000,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,450K,2K
2386,D. Parker,23,Germany,1. FSV Mainz 05,63,71,550000,5000,LW,2020,74,56,57,67,37,53,Bundesliga,Germany,Forward,550K,5K
2387,T. Rodríguez,23,Argentina,Genoa,63,71,550000,3000,RM,2022,65,54,59,67,43,55,Serie A,Italy,Midfielder,550K,3K
2388,K. Despodov,22,Bulgaria,Cagliari,63,71,550000,6000,RW,2023,73,65,49,66,25,57,Serie A,Italy,Forward,550K,6K
2389,A. Mandrea,22,France,Angers SCO,63,70,4.00E+05,3000,GK,2020,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,400K,3K
2390,Àlex Corredera,23,Spain,Valencia CF,63,70,525000,6000,RM,2020,56,57,67,67,46,46,La Liga,Spain,Midfielder,525K,6K
2391,Endika,22,Spain,CA Osasuna,63,70,450000,5000,LB,2022,69,36,50,56,59,70,La Liga,Spain,Defender,450K,5K
2392,B. Heneghan,25,England,Sheffield United,63,68,450000,6000,CB,2020,44,24,40,41,60,68,Premier League,UK,Defender,450K,6K
2393,M. Ratajczak,37,Germany,SC Paderborn 07,63,63,40000,2000,GK,2020,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,40K,2K
2394,D. Ragatzu,27,Italy,Cagliari,63,63,4.00E+05,7000,ST,2021,77,60,53,68,31,47,Serie A,Italy,Forward,400K,7K
2395,M. Nardi,32,Italy,Parma,63,63,220000,6000,GK,2020,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,220K,6K
2396,K. Hoever,17,Netherlands,Liverpool,62,85,625000,1000,RB,2022,72,36,57,64,61,62,Premier League,UK,Defender,625K,1K
2397,B. Gilmour,18,Scotland,Chelsea,62,84,675000,5000,CM,2021,59,50,65,65,45,42,Premier League,UK,Midfielder,675K,5K
2398,A. Zagre,17,France,Paris Saint-Germain,62,83,625000,1000,LB,2021,81,39,56,74,55,45,Ligue 1,France,Defender,625K,1K
2399,Obama,19,Spain,RC Celta,62,82,650000,3000,ST,2023,75,61,50,65,26,46,La Liga,Spain,Forward,650K,3K
2400,R. Griffiths,19,England,Olympique Lyonnais,62,82,650000,7000,ST,2022,69,62,45,54,25,62,Ligue 1,France,Forward,650K,7K
2401,A. Lottin,17,France,FC Girondins de Bordeaux,62,82,6.00E+05,1000,CM,2021,70,46,59,62,60,60,Ligue 1,France,Midfielder,600K,1K
2402,F. Nmecha,18,England,Manchester City,62,82,625000,6000,CAM,2021,75,54,61,62,45,55,Premier League,UK,Midfielder,625K,6K
2403,Altube,19,Spain,Real Madrid,62,82,550000,6000,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,550K,6K
2404,A. Rouault,18,France,Toulouse Football Club,62,82,575000,1000,CB,2022,64,30,44,45,61,62,Ligue 1,France,Defender,575K,1K
2405,F. Hornby,19,Scotland,Everton,62,81,650000,8000,ST,2021,54,61,48,61,23,62,Premier League,UK,Forward,650K,8K
2406,M. Longstaff,19,England,Newcastle United,62,80,650000,4000,CM,2020,66,50,64,61,49,53,Premier League,UK,Midfielder,650K,4K
2407,A. Ndiaye,19,Senegal,FC Metz,62,80,650000,2000,ST,2022,74,61,40,62,20,52,Ligue 1,France,Forward,650K,2K
2408,B. Fofana,20,France,Olympique Lyonnais,62,80,675000,7000,LM,2023,77,58,53,69,29,50,Ligue 1,France,Midfielder,675K,7K
2409,K. Thuram,18,France,OGC Nice,62,80,6.00E+05,1000,CDM,2022,65,45,59,60,58,69,Ligue 1,France,Midfielder,600K,1K
2410,W. Isidor,18,France,AS Monaco,62,80,625000,3000,ST,2023,62,60,46,59,21,58,Ligue 1,France,Forward,625K,3K
2411,M. Kapo,18,France,Paris Saint-Germain,62,80,6.00E+05,3000,CDM,2022,66,46,56,62,61,59,Ligue 1,France,Midfielder,600K,3K
2412,M. Aké,18,France,Olympique de Marseille,62,80,625000,3000,LW,2022,72,54,56,71,35,49,Ligue 1,France,Forward,625K,3K
2413,Nico Ribaudo,18,Spain,RCD Espanyol,62,80,625000,2000,CAM,2023,76,47,61,64,36,49,La Liga,Spain,Midfielder,625K,2K
2414,C. Slattery,20,England,Southampton,62,79,675000,6000,CAM,2022,60,58,57,61,43,64,Premier League,UK,Midfielder,675K,6K
2415,J. Kade,20,Germany,1. FC Union Berlin,62,79,675000,5000,CAM,2021,67,52,59,67,61,36,Bundesliga,Germany,Midfielder,675K,5K
2416,L. Ranieri,20,Italy,Fiorentina,62,79,625000,5000,CB,2022,58,34,40,61,65,52,Serie A,Italy,Defender,625K,5K
2417,A. Adouyev,20,Russia,Montpellier HSC,62,79,675000,4000,CAM,2022,74,54,59,71,47,54,Ligue 1,France,Midfielder,675K,4K
2418,L. Barreiro Martins,19,Luxembourg,1. FSV Mainz 05,62,79,650000,3000,CM,2022,73,51,58,73,54,48,Bundesliga,Germany,Midfielder,650K,3K
2419,J. Chotard,17,France,Montpellier HSC,62,79,6.00E+05,1000,CM,2020,68,45,62,66,52,56,Ligue 1,France,Midfielder,600K,1K
2420,D. Philipp,19,Germany,SV Werder Bremen,62,78,650000,3000,CAM,2022,65,58,57,63,39,53,Bundesliga,Germany,Midfielder,650K,3K
2421,M. Bidstrup,18,Denmark,RB Leipzig,62,78,625000,3000,CM,2023,59,50,62,66,57,54,Bundesliga,Germany,Midfielder,625K,3K
2422,M. Gabbia,19,Italy,Milan,62,77,6.00E+05,3000,CB,2020,56,33,36,48,67,56,Serie A,Italy,Defender,600K,3K
2423,A. Toufiqui,20,France,Paris Saint-Germain,62,77,650000,8000,CM,2020,64,52,62,63,55,54,Ligue 1,France,Midfielder,650K,8K
2424,N. Ofoborh,19,Nigeria,Bournemouth,62,77,650000,6000,CM,2021,64,50,56,63,59,66,Premier League,UK,Midfielder,650K,6K
2425,A. Buongiorno,20,Italy,Torino,62,77,625000,5000,LB,2022,61,43,52,54,62,66,Serie A,Italy,Defender,625K,5K
2426,A. Racioppi,20,Switzerland,Olympique Lyonnais,62,77,575000,5000,GK,2021,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,575K,5K
2427,Pol Lozano,19,Spain,RCD Espanyol,62,77,650000,3000,CM,2023,60,45,61,64,52,52,La Liga,Spain,Midfielder,650K,3K
2428,A. Schäfer,20,Hungary,Genoa,62,77,675000,2000,LM,2022,75,49,57,61,52,47,Serie A,Italy,Midfielder,675K,2K
2429,Fer Niño,18,Spain,Villarreal CF,62,77,625000,2000,ST,2020,61,60,52,59,24,63,La Liga,Spain,Forward,625K,2K
2430,B. Ashley-Seal,20,England,Wolverhampton Wanderers,62,76,675000,10000,ST,2022,76,58,43,59,24,60,Premier League,UK,Forward,675K,10K
2431,D. Smarsch,20,Germany,Hertha BSC,62,76,575000,2000,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,575K,2K
2432,M. Zemzemi,19,Tunisia,RC Strasbourg Alsace,62,76,650000,3000,LM,2021,75,48,57,70,35,47,Ligue 1,France,Midfielder,650K,3K
2433,Vinicius,20,Brazil,Bologna,62,76,575000,3000,GK,2023,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,575K,3K
2434,Dani Sandoval,21,Spain,Levante UD,62,76,675000,3000,LM,2021,78,58,56,65,19,49,La Liga,Spain,Midfielder,675K,3K
2435,H. Lewis,21,England,Southampton,62,74,450000,4000,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,450K,4K
2436,Iván Martín,20,Spain,Villarreal CF,62,74,550000,4000,CAM,2020,59,55,61,64,40,44,La Liga,Spain,Midfielder,550K,4K
2437,J. Benson,19,England,Burnley,62,74,525000,3000,CM,2020,68,54,61,63,54,64,Premier League,UK,Midfielder,525K,3K
2438,A. Ra<U+021B>iu,21,Romania,Villarreal CF,62,74,5.00E+05,3000,RB,2020,67,50,59,66,59,58,La Liga,Spain,Defender,500K,3K
2439,A. Mohamed,20,Comoros,Olympique de Marseille,62,74,5.00E+05,4000,RB,2022,76,39,53,66,57,56,Ligue 1,France,Defender,500K,4K
2440,F. Sierralta,22,Chile,Udinese,62,73,475000,2000,RB,2024,54,30,46,51,66,71,Serie A,Italy,Defender,475K,2K
2441,M. Mangraviti,21,Italy,Brescia,62,73,475000,2000,CB,2020,72,50,55,57,61,61,Serie A,Italy,Defender,475K,2K
2442,F. Baak,20,Germany,Hertha BSC,62,73,475000,3000,CB,2022,52,33,42,44,59,67,Bundesliga,Germany,Defender,475K,3K
2443,A. Dobre,20,Romania,Bournemouth,62,73,525000,7000,LM,2021,75,51,53,66,37,61,Premier League,UK,Midfielder,525K,7K
2444,M. Gonçalves,18,France,Toulouse Football Club,62,73,425000,1000,LB,2021,56,44,55,54,62,67,Ligue 1,France,Defender,425K,1K
2445,J. Carls,22,Germany,FC Schalke 04,62,73,475000,4000,LB,2022,61,43,57,61,59,57,Bundesliga,Germany,Defender,475K,4K
2446,A. Phillips,21,England,Burnley,62,72,475000,5000,CM,2020,64,55,61,65,42,55,Premier League,UK,Midfielder,475K,5K
2447,A. Semprini,21,Italy,Brescia,62,72,450000,2000,RB,2021,73,44,56,59,61,57,Serie A,Italy,Defender,450K,2K
2448,Ángel López,22,Spain,SD Eibar,62,72,5.00E+05,4000,LM,2020,71,54,57,65,40,46,La Liga,Spain,Midfielder,500K,4K
2449,I. Cissé,23,France,Angers SCO,62,71,425000,3000,CB,2021,72,37,61,63,60,64,Ligue 1,France,Defender,425K,3K
2450,P. Asmah,23,Ghana,Atalanta,62,71,425000,6000,LB,2020,58,33,49,66,60,54,Serie A,Italy,Defender,425K,6K
2451,Iván,22,Spain,Real Betis,62,71,475000,4000,LM,2020,70,53,60,61,29,57,La Liga,Spain,Midfielder,475K,4K
2452,Edgar,22,Spain,Real Betis,62,71,425000,3000,CB,2020,41,27,52,40,62,65,La Liga,Spain,Defender,425K,3K
2453,J. Victoria,23,Colombia,Granada CF,62,70,450000,4000,ST,2021,66,62,47,64,26,45,La Liga,Spain,Forward,450K,4K
2454,C. Johnson,21,England,Wolverhampton Wanderers,62,70,4.00E+05,8000,CB,2020,64,31,43,53,60,69,Premier League,UK,Defender,400K,8K
2455,A. Di Nardo,20,Italy,Sampdoria,62,70,450000,5000,ST,2022,64,60,49,58,23,54,Serie A,Italy,Forward,450K,5K
2456,Fran Serrano,24,Spain,Granada CF,62,69,375000,3000,CB,2020,38,33,40,40,60,66,La Liga,Spain,Defender,375K,3K
2457,M. Sarr,22,Senegal,Bologna,62,69,325000,3000,GK,2024,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,325K,3K
2458,M. Seck,23,Senegal,Roma,62,69,375000,5000,LB,2021,67,47,57,57,61,57,Serie A,Italy,Defender,375K,5K
2459,V. Pinson,23,France,Stade de Reims,62,69,425000,5000,ST,2021,63,64,47,62,21,43,Ligue 1,France,Forward,425K,5K
2460,Isi,23,Spain,Granada CF,62,68,4.00E+05,3000,CM,2020,46,49,62,65,51,48,La Liga,Spain,Midfielder,400K,3K
2461,P. Cappelluzzo,23,Italy,Hellas Verona,62,68,425000,3000,ST,2020,52,60,46,63,30,68,Serie A,Italy,Forward,425K,3K
2462,Sito,22,Spain,Valencia CF,62,68,425000,5000,LM,2020,51,60,61,69,43,38,La Liga,Spain,Midfielder,425K,5K
