,Player,age,nationality,club,overall,potential,value_eur,wage_eur,player_positions,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,League,Country,Class,Value,Wages,Name.Pos,, Value_Euros , Value_Euros1 
2785,T. Augello,24,Italy,Sampdoria,69,73,€1.2M,€12K,LB,2020,78,39,60,67,66,61,Serie A,Italy,Defender,1.2M,12K,"T. Augello, LB",,"1,200,000.00",1200000
2786,T. Awoniyi,21,Nigeria,1. FSV Mainz 05,71,80,€3.7M,€14K,ST,2020,79,71,57,65,26,72,Bundesliga,Germany,Forward,3.7M,14K,"T. Awoniyi, ST",,"3,700,000.00",3700000
2787,T. Bakayoko,24,France,Chelsea,80,85,€18M,€85K,CDM,2022,66,48,69,74,79,85,Premier League,UK,Midfielder,18M,85K,"T. Bakayoko, CDM",,"18,000,000.00",18000000
2788,T. Balu<U+021B>a,20,Romania,Brighton & Hove Albion,72,83,€5M,€21K,CDM,2022,62,50,58,50,69,75,Premier League,UK,Midfielder,5M,21K,"T. Balu<U+021B>a, CDM",,"5,000,000.00",5000000
2789,T. Barbet,18,France,Dijon FCO,58,78,€250K,€1K,CB,2022,60,30,34,40,61,56,Ligue 1,France,Defender,250K,1K,"T. Barbet, CB",,"250,000.00",250000
2790,T. Bašic,22,Croatia,FC Girondins de Bordeaux,73,81,€6M,€21K,CM,2022,54,60,74,71,67,65,Ligue 1,France,Midfielder,6M,21K,"T. Bašic, CM",,"6,000,000.00",6000000
2791,T. Basila,20,France,FC Nantes,65,80,€1.1M,€4K,CB,2021,60,32,48,46,63,66,Ligue 1,France,Defender,1.1M,4K,"T. Basila, CB",,"1,100,000.00",1100000
2792,T. Berni,36,Italy,Inter,64,64,€80K,€6K,GK,2020,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,80K,6K,"T. Berni, GK",,"80,000.00",80000
2793,T. Cantwell,21,England,Norwich City,68,77,€1.4M,€13K,LM,2022,70,61,65,72,36,46,Premier League,UK,Midfielder,1.4M,13K,"T. Cantwell, LM",,"1,400,000.00",1400000
2794,T. Castagne,23,Belgium,Atalanta,76,85,€12M,€40K,LM,2020,82,56,69,75,73,68,Serie A,Italy,Midfielder,12M,40K,"T. Castagne, LM",,"12,000,000.00",12000000
2795,T. Chandler,29,United States,Eintracht Frankfurt,75,75,€5.5M,€29K,RB,2020,72,61,69,69,75,79,Bundesliga,Germany,Defender,5.5M,29K,"T. Chandler, RB",,"5,500,000.00",5500000
2796,T. Chong,19,Netherlands,Manchester United,65,83,€1.2M,€14K,RW,2020,78,62,63,64,44,62,Premier League,UK,Forward,1.2M,14K,"T. Chong, RW",,"1,200,000.00",1200000
2797,T. Cleverley,29,England,Watford,76,76,€7.5M,€58K,CM,2022,64,69,75,73,61,62,Premier League,UK,Midfielder,7.5M,58K,"T. Cleverley, CM",,"7,500,000.00",7500000
2798,T. Cordner,20,England,Bournemouth,59,71,€260K,€6K,CB,2020,56,30,36,39,58,68,Premier League,UK,Defender,260K,6K,"T. Cordner, CB",,"260,000.00",260000
2799,T. Costantini,23,Italy,SPAL,60,67,€290K,€2K,RW,2022,74,58,50,62,29,55,Serie A,Italy,Forward,290K,2K,"T. Costantini, RW",,"290,000.00",290000
2800,T. Courtois,27,Belgium,Real Madrid,88,89,€48M,€235K,GK,2024,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,48M,235K,"T. Courtois, GK",,"48,000,000.00",48000000
2801,T. Davies,21,England,Everton,75,82,€9.5M,€46K,CM,2023,66,62,73,76,65,69,Premier League,UK,Midfielder,9.5M,46K,"T. Davies, CM",,"9,500,000.00",9500000
2802,T. Deeney,31,England,Watford,78,78,€9.5M,€69K,ST,2021,57,79,67,71,37,85,Premier League,UK,Forward,9.5M,69K,"T. Deeney, ST",,"9,500,000.00",9500000
2803,T. Delaine,27,France,FC Metz,74,75,€5.5M,€16K,LB,2022,83,50,71,73,67,78,Ligue 1,France,Defender,5.5M,16K,"T. Delaine, LB",,"5,500,000.00",5500000
2804,T. Delaney,27,Denmark,Borussia Dortmund,82,83,€23M,€82K,CDM,2022,77,73,74,75,83,82,Bundesliga,Germany,Midfielder,23M,82K,"T. Delaney, CDM",,"23,000,000.00",23000000
2805,T. Dele-Bashiru,19,Nigeria,Watford,57,76,€220K,€5K,CM,2024,63,49,53,60,51,59,Premier League,UK,Midfielder,220K,5K,"T. Dele-Bashiru, CM",,"220,000.00",220000
2806,T. Dingome,28,France,Stade de Reims,73,73,€4M,€24K,CAM,2021,68,64,72,74,65,70,Ligue 1,France,Midfielder,4M,24K,"T. Dingome, CAM",,"4,000,000.00",4000000
2807,T. Foket,24,Belgium,Stade de Reims,75,80,€8M,€21K,RB,2023,77,57,69,71,72,72,Ligue 1,France,Defender,8M,21K,"T. Foket, RB",,"8,000,000.00",8000000
2808,T. Fosu-Mensah,21,Netherlands,Manchester United,73,81,€5.5M,€46K,RB,2020,83,60,64,65,71,76,Premier League,UK,Defender,5.5M,46K,"T. Fosu-Mensah, RB",,"5,500,000.00",5500000
2809,T. Gebre Selassie,32,Czech Republic,SV Werder Bremen,76,76,€4.8M,€24K,RB,2020,73,51,70,75,75,72,Bundesliga,Germany,Defender,4.8M,24K,"T. Gebre Selassie, RB",,"4,800,000.00",4800000
2810,T. Haye,24,Netherlands,Lecce,64,68,€600K,€4K,RM,2020,59,55,70,71,52,54,Serie A,Italy,Midfielder,600K,4K,"T. Haye, RM",,"600,000.00",600000
2811,T. Hazard,26,Belgium,Borussia Dortmund,82,83,€26M,€90K,RM,2024,82,77,80,86,47,64,Bundesliga,Germany,Midfielder,26M,90K,"T. Hazard, RM",,"26,000,000.00",26000000
2812,T. Heaton,33,England,Aston Villa,80,80,€8M,€50K,GK,2021,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,8M,50K,"T. Heaton, GK",,"8,000,000.00",8000000
2813,T. Hemed,32,Israel,Brighton & Hove Albion,69,69,€850K,€22K,ST,2020,46,71,52,65,35,70,Premier League,UK,Forward,850K,22K,"T. Hemed, ST",,"850,000.00",850000
2814,T. Hernández,21,France,Milan,76,82,€9.5M,€23K,LB,2024,92,57,65,74,70,76,Serie A,Italy,Defender,9.5M,23K,"T. Hernández, LB",,"9,500,000.00",9500000
2815,T. Horn,26,Germany,1. FC Koln,81,83,€15.5M,€28K,GK,2023,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,15.5M,28K,"T. Horn, GK",,"15,500,000.00",15500000
2816,T. Inui,31,Japan,SD Eibar,79,79,€11M,€28K,LM,2022,81,72,75,84,46,54,La Liga,Spain,Midfielder,11M,28K,"T. Inui, LM",,"11,000,000.00",11000000
2817,T. Jantschke,29,Germany,Borussia Monchengladbach,76,76,€6.5M,€25K,CB,2021,58,41,64,65,77,74,Bundesliga,Germany,Defender,6.5M,25K,"T. Jantschke, CB",,"6,500,000.00",6500000
2818,T. Jedvaj,23,Croatia,Bayer 04 Leverkusen,75,82,€8.5M,€38K,CB,2023,66,51,58,63,74,74,Bundesliga,Germany,Defender,8.5M,38K,"T. Jedvaj, CB",,"8,500,000.00",8500000
2819,T. John-Jules,18,England,Arsenal,56,74,€190K,€4K,ST,2024,73,54,46,56,19,54,Premier League,UK,Forward,190K,4K,"T. John-Jules, ST",,"190,000.00",190000
2820,T. Kehrer,22,Germany,Paris Saint-Germain,79,86,€16M,€61K,CB,2023,74,44,65,67,78,76,Ligue 1,France,Defender,16M,61K,"T. Kehrer, CB",,"16,000,000.00",16000000
2821,T. Kessler,33,Germany,1. FC Koln,71,71,€1.3M,€12K,GK,2020,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,1.3M,12K,"T. Kessler, GK",,"1,300,000.00",1300000
2822,T. Kleindienst,23,Germany,SC Freiburg,71,76,€3.2M,€15K,ST,2022,66,71,53,62,32,72,Bundesliga,Germany,Forward,3.2M,15K,"T. Kleindienst, ST",,"3,200,000.00",3200000
2823,T. Klose,31,Switzerland,Norwich City,74,74,€4.2M,€35K,CB,2022,37,38,54,37,75,75,Premier League,UK,Defender,4.2M,35K,"T. Klose, CB",,"4,200,000.00",4200000
2824,T. Koubek,26,Czech Republic,FC Augsburg,77,80,€8M,€19K,GK,2024,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,8M,19K,"T. Koubek, GK",,"8,000,000.00",8000000
2825,T. Kraft,30,Germany,Hertha BSC,75,75,€4.5M,€19K,GK,2020,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,4.5M,19K,"T. Kraft, GK",,"4,500,000.00",4500000
2826,T. Krauß,18,Germany,RB Leipzig,61,75,€525K,€3K,CM,2020,59,58,58,56,59,51,Bundesliga,Germany,Midfielder,525K,3K,"T. Krauß, CM",,"525,000.00",525000
2827,T. Kroos,29,Germany,Real Madrid,88,88,€57M,€330K,CM,2023,45,80,90,81,70,69,La Liga,Spain,Midfielder,57M,330K,"T. Kroos, CM",,"57,000,000.00",57000000
2828,T. Krul,31,Netherlands,Norwich City,73,73,€2.6M,€26K,GK,2022,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,2.6M,26K,"T. Krul, GK",,"2,600,000.00",2600000
2829,T. Kubo,18,Japan,Real Madrid,70,87,€3.7M,€21K,RM,2025,82,60,62,78,39,52,La Liga,Spain,Midfielder,3.7M,21K,"T. Kubo, RM",,"3,700,000.00",3700000
2830,T. Lemar,23,France,Atletico Madrid,83,87,€34M,€64K,LM,2023,83,76,82,85,59,67,La Liga,Spain,Midfielder,34M,64K,"T. Lemar, LM",,"34,000,000.00",34000000
2831,T. Mangani,32,France,Angers SCO,76,76,€6M,€23K,CM,2020,55,69,76,71,71,73,Ligue 1,France,Midfielder,6M,23K,"T. Mangani, CM",,"6,000,000.00",6000000
2832,T. Meunier,27,Belgium,Paris Saint-Germain,82,82,€20M,€87K,RB,2020,79,75,77,75,78,84,Ligue 1,France,Defender,20M,87K,"T. Meunier, RB",,"20,000,000.00",20000000
2833,T. Mings,26,England,Aston Villa,74,78,€6.5M,€41K,CB,2023,69,44,63,65,73,78,Premier League,UK,Defender,6.5M,41K,"T. Mings, CB",,"6,500,000.00",6500000
2834,T. Monconduit,28,France,Amiens SC,76,77,€7.5M,€19K,CDM,2021,64,55,72,69,75,77,Ligue 1,France,Midfielder,7.5M,19K,"T. Monconduit, CDM",,"7,500,000.00",7500000
2835,T. Muller,29,Germany,FC Bayern Munchen,86,86,€43.5M,€170K,CAM,2021,72,83,79,78,55,71,Bundesliga,Germany,Midfielder,43.5M,170K,"T. Muller, CAM",,"43,500,000.00",43500000
2836,T. Musel,19,Germany,Borussia Monchengladbach,62,77,€650K,€3K,ST,2020,68,59,56,65,28,54,Bundesliga,Germany,Forward,650K,3K,"T. Musel, ST",,"650,000.00",650000
2837,T. Ndombele,22,France,Tottenham Hotspur,81,89,€26M,€87K,CM,2024,80,65,78,87,70,78,Premier League,UK,Midfielder,26M,87K,"T. Ndombele, CM",,"26,000,000.00",26000000
2838,T. Nkada,19,France,Stade de Reims,60,77,€450K,€3K,ST,2023,74,60,49,62,22,48,Ligue 1,France,Forward,450K,3K,"T. Nkada, ST",,"450,000.00",450000
2839,T. Odusina,19,England,Norwich City,58,74,€260K,€3K,CB,2020,56,27,37,36,59,61,Premier League,UK,Defender,260K,3K,"T. Odusina, CB",,"260,000.00",260000
2840,T. Parrott,17,Republic of Ireland,Tottenham Hotspur,64,85,€1M,€4K,ST,2021,76,64,53,62,26,58,Premier League,UK,Forward,1M,4K,"T. Parrott, ST",,"1,000,000.00",1000000
2841,T. Partey,26,Ghana,Atletico Madrid,82,85,€27M,€68K,CM,2023,73,72,77,77,79,84,La Liga,Spain,Midfielder,27M,68K,"T. Partey, CM",,"27,000,000.00",27000000
2842,T. Pellenard,25,France,Angers SCO,69,72,€1.2M,€9K,LB,2020,63,36,61,66,68,69,Ligue 1,France,Defender,1.2M,9K,"T. Pellenard, LB",,"1,200,000.00",1200000
2843,T. Perry,17,England,Wolverhampton Wanderers,55,75,€160K,€1K,CM,2020,72,51,53,57,47,57,Premier League,UK,Midfielder,160K,1K,"T. Perry, CM",,"160,000.00",160000
2844,T. Pledl,25,Germany,Fortuna Dusseldorf,71,74,€3M,€18K,RM,2021,77,60,70,74,49,57,Bundesliga,Germany,Midfielder,3M,18K,"T. Pledl, RM",,"3,000,000.00",3000000
2845,T. Pukki,29,Finland,Norwich City,77,77,€9M,€53K,ST,2022,77,75,58,75,33,69,Premier League,UK,Forward,9M,53K,"T. Pukki, ST",,"9,000,000.00",9000000
2846,T. Raschl,19,Germany,Borussia Dortmund,60,78,€425K,€4K,CDM,2022,64,44,59,61,53,61,Bundesliga,Germany,Midfielder,425K,4K,"T. Raschl, CDM",,"425,000.00",425000
2847,T. Rieder,25,Germany,FC Augsburg,61,64,€280K,€4K,RB,2021,57,33,42,46,66,67,Bundesliga,Germany,Defender,280K,4K,"T. Rieder, RB",,"280,000.00",280000
2848,T. Rincón,31,Venezuela,Torino,77,77,€7.5M,€42K,CM,2022,68,59,71,76,76,80,Serie A,Italy,Midfielder,7.5M,42K,"T. Rincón, CM",,"7,500,000.00",7500000
2849,T. Rodríguez,23,Argentina,Genoa,63,71,€550K,€3K,RM,2022,65,54,59,67,43,55,Serie A,Italy,Midfielder,550K,3K,"T. Rodríguez, RM",,"550,000.00",550000
2850,T. Sainte-Luce,20,France,Nimes Olympique,59,69,€230K,€2K,LB,2022,69,39,53,57,53,48,Ligue 1,France,Defender,230K,2K,"T. Sainte-Luce, LB",,"230,000.00",230000
2851,T. Savanier,27,France,Montpellier HSC,79,80,€14M,€38K,CM,2023,71,69,81,79,66,68,Ligue 1,France,Midfielder,14M,38K,"T. Savanier, CM",,"14,000,000.00",14000000
2852,T. Schwede,25,Germany,SC Paderborn 07,67,70,€950K,€8K,LM,2020,78,54,61,67,31,60,Bundesliga,Germany,Midfielder,950K,8K,"T. Schwede, LM",,"950,000.00",950000
2853,T. Sippel,31,Germany,Borussia Monchengladbach,74,74,€3.6M,€17K,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,3.6M,17K,"T. Sippel, GK",,"3,600,000.00",3600000
2854,T. Strakosha,24,Albania,Lazio,82,87,€22M,€39K,GK,2023,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,22M,39K,"T. Strakosha, GK",,"22,000,000.00",22000000
2855,T. Strobl,29,Germany,Borussia Monchengladbach,77,77,€7.5M,€27K,CDM,2020,53,49,66,58,79,77,Bundesliga,Germany,Midfielder,7.5M,27K,"T. Strobl, CDM",,"7,500,000.00",7500000
2856,T. Tawatha,27,Israel,Eintracht Frankfurt,70,70,€1.6M,€16K,LB,2020,70,40,63,72,67,64,Bundesliga,Germany,Defender,1.6M,16K,"T. Tawatha, LB",,"1,600,000.00",1600000
2857,T. Tomiyasu,20,Japan,Bologna,73,84,€6.5M,€16K,CB,2024,66,28,57,63,72,76,Serie A,Italy,Defender,6.5M,16K,"T. Tomiyasu, CB",,"6,500,000.00",6500000
2858,T. Trybull,26,Germany,Norwich City,73,75,€4.3M,€33K,CDM,2022,61,48,66,66,73,74,Premier League,UK,Midfielder,4.3M,33K,"T. Trybull, CDM",,"4,300,000.00",4300000
2859,T. Vaclík,30,Czech Republic,Sevilla FC,81,82,€14M,€18K,GK,2021,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,14M,18K,"T. Vaclík, GK",,"14,000,000.00",14000000
2860,T. Valls,23,France,Nimes Olympique,70,75,€2.3M,€11K,CM,2020,65,60,66,68,65,65,Ligue 1,France,Midfielder,2.3M,11K,"T. Valls, CM",,"2,300,000.00",2300000
2861,T. Vermot,22,France,AS Saint-etienne,56,65,€110K,€3K,GK,2020,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,110K,3K,"T. Vermot, GK",,"110,000.00",110000
2862,T. Walcott,30,England,Everton,77,77,€8.5M,€71K,RM,2021,87,72,70,79,39,61,Premier League,UK,Midfielder,8.5M,71K,"T. Walcott, RM",,"8,500,000.00",8500000
2863,T. Weah,19,United States,LOSC Lille,69,84,€2.3M,€11K,ST,2024,87,68,59,70,30,59,Ligue 1,France,Forward,2.3M,11K,"T. Weah, ST",,"2,300,000.00",2300000
2864,T. Werner,23,Germany,RB Leipzig,83,87,€34.5M,€70K,ST,2020,92,81,67,83,35,69,Bundesliga,Germany,Forward,34.5M,70K,"T. Werner, ST",,"34,500,000.00",34500000
2865,T. Wiesner,22,Germany,Fortuna Dusseldorf,59,71,€220K,€3K,GK,2020,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,220K,3K,"T. Wiesner, GK",,"220,000.00",220000
2866,T. Wilson,19,Republic of Ireland,Manchester City,56,74,€180K,€7K,LB,2020,66,32,45,55,52,49,Premier League,UK,Defender,180K,7K,"T. Wilson, LB",,"180,000.00",180000
2867,Tachi,21,Spain,Deportivo Alaves,64,79,€925K,€3K,CB,2023,61,29,42,46,64,58,La Liga,Spain,Defender,925K,3K,"Tachi, CB",,"925,000.00",925000
2868,Thiago,28,Spain,FC Bayern Munchen,87,87,€50M,€180K,CM,2021,69,74,85,90,69,63,Bundesliga,Germany,Midfielder,50M,180K,"Thiago, CM",,"50,000,000.00",50000000
2869,Thiago Cionek,33,Poland,SPAL,72,72,€1.5M,€10K,CB,2020,63,26,44,52,72,74,Serie A,Italy,Defender,1.5M,10K,"Thiago Cionek, CB",,"1,500,000.00",1500000
2870,Thiago Maia,22,Brazil,LOSC Lille,75,82,€8.5M,€26K,CDM,2022,69,57,68,70,73,74,Ligue 1,France,Midfielder,8.5M,26K,"Thiago Maia, CDM",,"8,500,000.00",8500000
2871,Thiago Mendes,27,Brazil,Olympique Lyonnais,81,83,€19M,€73K,CDM,2023,78,70,78,79,77,74,Ligue 1,France,Midfielder,19M,73K,"Thiago Mendes, CDM",,"19,000,000.00",19000000
2872,Thiago Silva,34,Brazil,Paris Saint-Germain,87,87,€18.5M,€135K,CB,2020,62,54,72,72,87,78,Ligue 1,France,Defender,18.5M,135K,"Thiago Silva, CB",,"18,500,000.00",18500000
2873,Tiago Djaló,19,Portugal,LOSC Lille,66,84,€1.3M,€5K,CB,2024,64,40,56,60,65,70,Ligue 1,France,Defender,1.3M,5K,"Tiago Djaló, CB",,"1,300,000.00",1300000
2874,Tomás Pina,31,Spain,Deportivo Alaves,77,77,€7.5M,€25K,CM,2021,49,66,72,74,72,71,La Liga,Spain,Midfielder,7.5M,25K,"Tomás Pina, CM",,"7,500,000.00",7500000
2875,Toni Moya,21,Spain,Atletico Madrid,64,78,€975K,€7K,CM,2020,62,56,59,66,55,54,La Liga,Spain,Midfielder,975K,7K,"Toni Moya, CM",,"975,000.00",975000
2876,Toni Villa,24,Spain,Real Valladolid CF,76,82,€10.5M,€17K,LM,2021,79,64,74,83,52,49,La Liga,Spain,Midfielder,10.5M,17K,"Toni Villa, LM",,"10,500,000.00",10500000
2877,Toño García,29,Spain,Levante UD,76,76,€6.5M,€22K,LB,2023,84,64,74,76,71,68,La Liga,Spain,Defender,6.5M,22K,"Toño García, LB",,"6,500,000.00",6500000
2878,Trezeguet,24,Egypt,Aston Villa,77,79,€11M,€52K,LW,2023,84,74,73,80,35,65,Premier League,UK,Forward,11M,52K,"Trezeguet, LW",,"11,000,000.00",11000000
2879,U. Eneme-Ella,18,France,Amiens SC,60,68,€280K,€1K,CAM,2023,67,50,56,64,40,55,Ligue 1,France,Midfielder,280K,1K,"U. Eneme-Ella, CAM",,"280,000.00",280000
2880,U. Hunemeier,33,Germany,SC Paderborn 07,71,71,€1.1M,€14K,CB,2020,51,47,60,55,71,66,Bundesliga,Germany,Defender,1.1M,14K,"U. Hunemeier, CB",,"1,100,000.00",1100000
2881,Unai García,26,Spain,CA Osasuna,70,75,€2.1M,€15K,CB,2020,65,41,58,53,67,77,La Liga,Spain,Defender,2.1M,15K,"Unai García, CB",,"2,100,000.00",2100000
2882,Unai López,23,Spain,Athletic Club de Bilbao,74,80,€7.5M,€17K,CM,2022,74,69,74,77,65,63,La Liga,Spain,Midfielder,7.5M,17K,"Unai López, CM",,"7,500,000.00",7500000
2883,Unai Núñez,22,Spain,Athletic Club de Bilbao,76,83,€10M,€18K,CB,2023,64,22,46,49,74,73,La Liga,Spain,Defender,10M,18K,"Unai Núñez, CB",,"10,000,000.00",10000000
2884,Unai Simón,22,Spain,Athletic Club de Bilbao,73,84,€5.5M,€11K,GK,2023,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,5.5M,11K,"Unai Simón, GK",,"5,500,000.00",5500000
2885,Unai Vencedor,18,Spain,Athletic Club de Bilbao,63,81,€750K,€2K,CM,2023,66,56,64,65,54,62,La Liga,Spain,Midfielder,750K,2K,"Unai Vencedor, CM",,"750,000.00",750000
2886,V. Angban,22,Ivory Coast,FC Metz,71,80,€3.6M,€11K,CM,2022,60,52,68,71,60,75,Ligue 1,France,Midfielder,3.6M,11K,"V. Angban, CM",,"3,600,000.00",3600000
2887,V. Berisha,26,Kosovo,Lazio,75,76,€8M,€40K,LM,2023,79,70,71,77,57,77,Serie A,Italy,Midfielder,8M,40K,"V. Berisha, LM",,"8,000,000.00",8000000
2888,V. Birsa,32,Slovenia,Cagliari,78,78,€8M,€35K,CAM,2021,67,73,78,79,56,68,Serie A,Italy,Midfielder,8M,35K,"V. Birsa, CAM",,"8,000,000.00",8000000
2889,V. Chiriche<U+0219>,29,Romania,Napoli,77,77,€7.5M,€53K,CB,2022,63,64,56,62,80,69,Serie A,Italy,Defender,7.5M,53K,"V. Chiriche<U+0219>, CB",,"7,500,000.00",7500000
2890,V. Darida,28,Czech Republic,Hertha BSC,76,76,€7.5M,€28K,CM,2021,65,71,74,76,66,60,Bundesliga,Germany,Midfielder,7.5M,28K,"V. Darida, CM",,"7,500,000.00",7500000
2891,V. De Baunbag,18,Spain,RCD Mallorca,60,80,€425K,€2K,ST,2023,74,56,52,63,26,59,La Liga,Spain,Forward,425K,2K,"V. De Baunbag, ST",,"425,000.00",425000
2892,V. Eysseric,27,France,Fiorentina,75,75,€7M,€47K,LW,2021,69,72,78,76,43,63,Serie A,Italy,Forward,7M,47K,"V. Eysseric, LW",,"7,000,000.00",7000000
2893,V. Gendrey,19,France,Amiens SC,60,72,€325K,€1K,RB,2021,70,33,39,63,59,63,Ligue 1,France,Defender,325K,1K,"V. Gendrey, RB",,"325,000.00",325000
2894,V. Germain,29,France,Olympique de Marseille,75,75,€6.5M,€35K,ST,2021,75,75,71,73,38,67,Ligue 1,France,Forward,6.5M,35K,"V. Germain, ST",,"6,500,000.00",6500000
2895,V. Grifo,26,Italy,TSG 1899 Hoffenheim,78,79,€12M,€36K,LM,2022,70,75,76,82,41,62,Bundesliga,Germany,Midfielder,12M,36K,"V. Grifo, LM",,"12,000,000.00",12000000
2896,V. Ibiševic,34,Bosnia Herzegovina,Hertha BSC,77,77,€4.7M,€31K,ST,2020,41,78,68,72,41,70,Bundesliga,Germany,Forward,4.7M,31K,"V. Ibiševic, ST",,"4,700,000.00",4700000
2897,V. Jovanovic,23,Serbia,FC Girondins de Bordeaux,73,77,€4.7M,€19K,CB,2021,46,46,59,62,73,74,Ligue 1,France,Defender,4.7M,19K,"V. Jovanovic, CB",,"4,700,000.00",4700000
2898,V. Koziello,23,France,1. FC Koln,75,81,€9M,€22K,CM,2022,74,64,73,76,66,53,Bundesliga,Germany,Midfielder,9M,22K,"V. Koziello, CM",,"9,000,000.00",9000000
2899,V. Kravets,21,Ukraine,CD Leganes,70,80,€2.6M,€10K,LB,2023,69,52,54,64,69,71,La Liga,Spain,Defender,2.6M,10K,"V. Kravets, LB",,"2,600,000.00",2600000
2900,V. Laurini,30,France,Parma,73,73,€3.2M,€29K,RB,2022,75,33,60,68,72,68,Serie A,Italy,Defender,3.2M,29K,"V. Laurini, RB",,"3,200,000.00",3200000
2901,V. Lazaro,23,Austria,Inter,75,79,€7.5M,€39K,RB,2023,84,70,76,81,69,67,Serie A,Italy,Defender,7.5M,39K,"V. Lazaro, RB",,"7,500,000.00",7500000
2902,V. Lindelof,24,Sweden,Manchester United,81,87,€22M,€97K,CB,2021,74,50,72,72,82,78,Premier League,UK,Defender,22M,97K,"V. Lindelof, CB",,"22,000,000.00",22000000
2903,V. Manceau,29,France,Angers SCO,73,73,€3.3M,€18K,RB,2022,51,45,69,72,74,69,Ligue 1,France,Defender,3.3M,18K,"V. Manceau, RB",,"3,300,000.00",3300000
2904,V. Marcel,22,France,OGC Nice,68,76,€1.3M,€11K,RW,2021,71,62,67,71,49,56,Ligue 1,France,Forward,1.3M,11K,"V. Marcel, RW",,"1,300,000.00",1300000
2905,V. Millico,18,Italy,Torino,59,77,€325K,€3K,LW,2023,57,54,58,65,30,40,Serie A,Italy,Forward,325K,3K,"V. Millico, LW",,"325,000.00",325000
2906,V. Osimhen,20,Nigeria,LOSC Lille,74,85,€10M,€25K,ST,2024,85,73,61,70,36,76,Ligue 1,France,Forward,10M,25K,"V. Osimhen, ST",,"10,000,000.00",10000000
2907,V. Pajot,28,France,Angers SCO,73,73,€4M,€20K,CM,2021,59,58,69,71,73,68,Ligue 1,France,Midfielder,4M,20K,"V. Pajot, CM",,"4,000,000.00",4000000
2908,V. Parigini,23,Italy,Torino,68,75,€1.3M,€15K,LW,2020,72,66,55,73,25,55,Serie A,Italy,Forward,1.3M,15K,"V. Parigini, LW",,"1,300,000.00",1300000
2909,V. Pinson,23,France,Stade de Reims,62,69,€425K,€5K,ST,2021,63,64,47,62,21,43,Ligue 1,France,Forward,425K,5K,"V. Pinson, ST",,"425,000.00",425000
2910,V. Postolachi,19,France,LOSC Lille,64,80,€975K,€5K,ST,2023,53,65,48,60,31,71,Ligue 1,France,Forward,975K,5K,"V. Postolachi, ST",,"975,000.00",975000
2911,V. Regini,28,Italy,Sampdoria,69,69,€900K,€15K,LB,2021,63,39,54,60,71,68,Serie A,Italy,Defender,900K,15K,"V. Regini, LB",,"900,000.00",900000
2912,V. Rongier,24,France,FC Nantes,80,84,€19M,€29K,CM,2022,64,73,76,80,75,62,Ligue 1,France,Midfielder,19M,29K,"V. Rongier, CM",,"19,000,000.00",19000000
2913,V. Stojanovski,22,FYR Macedonia,Nimes Olympique,64,70,€625K,€5K,ST,2022,64,66,45,61,24,53,Ligue 1,France,Forward,625K,5K,"V. Stojanovski, ST",,"625,000.00",625000
2914,V. Vada,23,Argentina,FC Girondins de Bordeaux,74,79,€7.5M,€23K,CM,2020,62,65,74,74,67,68,Ligue 1,France,Midfielder,7.5M,23K,"V. Vada, CM",,"7,500,000.00",7500000
2915,V. van Dijk,27,Netherlands,Liverpool,90,91,€78M,€200K,CB,2023,77,60,70,71,90,86,Premier League,UK,Defender,78M,200K,"V. van Dijk, CB",,"78,000,000.00",78000000
2916,V. Verre,25,Italy,Hellas Verona,74,79,€7.5M,€15K,CAM,2020,69,72,73,74,65,67,Serie A,Italy,Midfielder,7.5M,15K,"V. Verre, CAM",,"7,500,000.00",7500000
2917,V. Wanyama,28,Kenya,Tottenham Hotspur,78,79,€10.5M,€77K,CDM,2021,51,65,67,70,79,82,Premier League,UK,Midfielder,10.5M,77K,"V. Wanyama, CDM",,"10,500,000.00",10500000
2918,Vadillo,24,Spain,Granada CF,74,78,€7.5M,€16K,RM,2020,87,68,68,81,34,44,La Liga,Spain,Midfielder,7.5M,16K,"Vadillo, RM",,"7,500,000.00",7500000
2919,Vallejo,22,Spain,Wolverhampton Wanderers,77,83,€11M,€55K,CB,2020,71,41,55,62,77,67,Premier League,UK,Defender,11M,55K,"Vallejo, CB",,"11,000,000.00",11000000
